STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,reportType,HourlySkyConditions,HourlyVisibility,HourlyPresentWeatherType,HourlyDryBulbTemperatureF,HourlyDryBulbTemperatureC,HourlyWetBulbTemperatureF,HourlyWetBulbTemperatureC,HourlyDewPointTemperatureF,HourlyDewPointTemperatureC,HourlyRelativeHumidity,HourlyWindSpeed,HourlyWindDirection,HourlyWindGustSpeed,HourlyStationPressure,HourlyPressureTendency,HourlyPressureChange,HourlySeaLevelPressure,HourlyPrecipitation,HourlyAltimeterSetting,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyAverageDryBulbTemperature,DailyDepartureFromNormalAverageTemperature,DailyAverageRelativeHumidity,DailyAverageDewPointTemperature,DailyAverageWetBulbTemperature,DailyHeatingDegreeDays,DailyCoolingDegreeDays,DailySunrise,DailySunset,DailyPrecipitation,DailySnowfall,DailySnowDepth,DailyAverageStationPressure,DailyAverageSeaLevelPressure,DailyAverageWindSpeed,DailyPeakWindSpeed,PeakWindDirection,DailySustainedWindSpeed,DailySustainedWindDirection
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 1:51,FM-15,SCT:04 150 BKN:07 250,10,,45,7.2,39,4.1,30,-1.1,56,9,190,,29.3,,,30.03,,30.02,,,,,,,,,,1137,16,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 2:51,FM-15,BKN:07 140 BKN:07 250,10,,47,8.3,41,4.9,30,-1.1,52,11,190,,29.3,5,0.01,30.03,,30.02,,,,,,,,,,1137,16,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 3:51,FM-15,BKN:07 110 BKN:07 250,10,,46,7.8,40,4.5,30,-1.1,54,8,190,,29.3,,,30.03,,30.02,,,,,,,,,,1137,16,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 4:51,FM-15,SCT:04 110 BKN:07 250,10,,43,6.1,38,3.3,30,-1.1,60,7,160,,29.29,,,30.02,,30.01,,,,,,,,,,1137,16,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 5:51,FM-15,BKN:07 120 BKN:07 250,10,,43,6.1,38,3.4,31,-0.6,63,8,150,,29.29,8,0.01,30.02,,30.01,,,,,,,,,,1137,16,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 6:51,FM-15,FEW:02 120 BKN:07 250,10,,46,7.8,40,4.6,31,-0.6,56,9,180,,29.29,,,30.02,,30.01,,,,,,,,,,1137,16,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 7:51,FM-15,FEW:02 140 BKN:07 250,10,,50,10,43,6.3,32,0,50,13,170,,29.27,,,30,,29.99,,,,,,,,,,1137,16,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 8:51,FM-15,BKN:07 250,10,,52,11.1,45,7.1,32,0,47,15,180,23,29.27,8,0.02,30,,29.99,,,,,,,,,,1137,16,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 9:51,FM-15,FEW:02 180 BKN:07 250,10,,58,14.4,50,9.9,32,0,38,15,180,,29.25,,,29.98,,29.97,,,,,,,,,,1137,16,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 10:51,FM-15,FEW:02 140 BKN:07 250,10,,62,16.7,54,12.3,28,-2.2,28,24,200,34,29.24,,,29.96,,29.96,,,,,,,,,,1137,16,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 11:51,FM-15,BKN:07 250,10,,65,18.3,57,13.9,29,-1.7,26,21,190,28,29.21,8,0.06,29.93,,29.93,,,,,,,,,,1137,16,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 12:51,FM-15,FEW:02 180 BKN:07 250,10,,67,19.4,59,15.2,29,-1.7,24,23,160,32,29.17,,,29.89,,29.89,,,,,,,,,,1137,16,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 13:51,FM-15,FEW:02 180 SCT:04 220 OVC:08 250,10,,67,19.4,59,15.1,30,-1.1,25,26,170,32,29.13,,,29.85,,29.85,,,,,,,,,,1137,16,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 14:51,FM-15,SCT:04 120 BKN:07 140 OVC:08 250,10,,64,17.8,56,13.1,31,-0.6,29,24,160,34,29.1,6,0.11,29.82,,29.81,,,,,,,,,,1137,16,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 15:51,FM-15,FEW:02 140 BKN:07 220 OVC:08 250,10,,64,17.8,56,13.4,28,-2.2,26,29,170,38,29.05,,,29.77,,29.76,,,,,,,,,,1137,16,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 16:51,FM-15,BKN:07 110 BKN:07 230,10,,64,17.8,56,13.6,27,-2.8,25,25,160,34,29.04,,,29.75,,29.75,,,,,,,,,,1137,16,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 17:51,FM-15,SCT:04 100 BKN:07 120 BKN:07 220,10,,63,17.2,55,12.9,27,-2.8,26,21,170,30,29.03,6,0.07,29.74,,29.74,,,,,,,,,,1137,16,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 18:51,FM-15,SCT:04 85 OVC:08 100,10,,62,16.7,54,12.3,27,-2.8,26,25,170,33,29.03,,,29.74,,29.74,,,,,,,,,,1135,17,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 19:51,FM-15,FEW:02 55 OVC:08 80,10,-RA:02 |RA:61 |,60,15.6,52,10.9,32,0,35,25,170,34,29.03,,,29.74,T,29.74,,,,,,,,,,1135,17,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 20:51,FM-15,OVC:08 85,10,,59,15,51,10.4,32,0,36,20,170,29,29.01,8,0.02,29.72,T,29.72,,,,,,,,,,1135,17,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 21:51,FM-15,FEW:02 60 BKN:07 80 BKN:07 100,10,,56,13.3,49,9.2,37,2.8,49,18,180,30,29.01,,,29.73,T,29.72,,,,,,,,,,1135,17,,,,,,,,,,
